1.42061479e-1      2.59029574e+0
1.50837087e-1      1.75996846e+0
1.56389191e-1      1.22541819e+0
1.63114883e-1      1.92676657e+0
1.68771956e-1      8.76959274e-1
1.89565649e-1      9.03759091e-1
2.12091196e-1      1.07439880e+0
2.39392055e-1      1.32044438e+0
2.71264637e-1      1.48763172e+0
3.07380725e-1      1.46435956e+0
3.48305298e-1      1.35074735e+0
3.94678555e-1      1.21006088e+0
4.47225933e-1      1.05401808e+0
5.04793867e-1      8.96971818e-1
5.69772076e-1      7.36809287e-1
6.34913418e-1      6.59849706e-1
6.53241374e-1      1.17249720e+0
6.55207069e-1      9.43539245e-1
6.64680674e-1      1.40442493e+0
6.70038888e-1      1.83450872e+0
6.76613882e-1      2.44595584e+0
7.03403777e-1      3.13521282e+0
7.81818858e-1      2.52732011e+0
8.38219685e-1      2.10367133e+0
9.45091237e-1      1.90187635e+0
1.04294078e+0      1.72296885e+0
1.15386290e+0      1.45670034e+0
1.25291987e+0      1.23224075e+0
1.37002146e+0      9.81846096e-1
1.50105945e+0      7.95528498e-1
1.65917619e+0      6.29039094e-1
1.82091845e+0      5.08356469e-1
1.97171246e+0      4.32559802e-1
2.18397790e+0      3.60443168e-1
2.37067354e+0      2.94815693e-1
2.56329688e+0      2.43164577e-1
2.79330771e+0      1.97417467e-1
3.05587094e+0      1.57452172e-1
3.31709968e+0      1.29043762e-1
3.58662258e+0      1.05022730e-1
3.86292678e+0      8.77571643e-2
4.19314605e+0      7.08454109e-2
4.64539085e+0      5.71090814e-2
4.74130783e+0      1.02654264e-1
4.75142019e+0      7.66937142e-2
4.79389300e+0      1.33815378e-1
5.06948246e+0      1.72454975e-1
5.58756112e+0      1.55215689e-1
6.17276027e+0      1.24547495e-1
6.70043385e+0      1.01512217e-1
7.30167999e+0      8.07077714e-2
7.91741967e+0      6.51435793e-2
8.53644618e+0      5.42203428e-2
9.26617761e+0      4.37077472e-2
1.00582896e+1      3.50627891e-2
1.07909225e+1      2.95459423e-2
1.15769195e+1      2.43983478e-2
1.24687757e+1      1.99311181e-2
1.34818958e+1      1.62184919e-2
1.45773346e+1      1.31487936e-2
1.58234667e+1      1.05468146e-2
1.71091641e+1      8.61295532e-3
1.83553738e+1      7.11724123e-3
1.97694247e+1      5.81490087e-3
2.12157779e+1      4.75126758e-3
2.32030299e+1      3.81002099e-3
2.48931090e+1      3.14192708e-3
2.69157382e+1      2.54723400e-3
2.91027113e+1      2.08613010e-3
3.14295853e+1      1.68035354e-3
3.37594255e+1      2.02292610e-3
3.39976181e+1      1.38746761e-3
3.41573461e+1      4.71430587e-3
3.41573461e+1      3.87172920e-3
3.41573461e+1      3.17974425e-3
3.41573461e+1      2.61143613e-3
3.41573461e+1      2.14470036e-3
3.52427685e+1      6.85973534e-3
3.94683853e+1      5.03582323e-3
4.25089284e+1      4.15306666e-3
4.63233574e+1      3.34704187e-3
5.01655672e+1      2.68971537e-3
5.43689189e+1      2.19384254e-3
5.87865337e+1      1.79726851e-3
6.37406801e+1      1.43076774e-3
6.97554788e+1      1.12541386e-3
7.57776458e+1      9.10442255e-4
8.32249793e+1      7.00477881e-4
9.07202119e+1      5.41116833e-4
9.76797108e+1      4.55717555e-4
1.05087362e+2      3.73629086e-4
1.15093658e+2      3.01341906e-4
1.24932349e+2      2.44248019e-4
1.35612093e+2      1.99125273e-4
1.45489905e+2      1.66469051e-4
1.58545066e+2      1.36171081e-4
1.74808149e+2      1.09140461e-4
1.91988078e+2      8.90385416e-5
2.12510095e+2      7.25221064e-5
2.36146343e+2      6.01004801e-5
2.64469504e+2      4.88186649e-5
2.97348898e+2      3.96465826e-5
3.34315927e+2      3.35539902e-5
3.78826644e+2      2.84507562e-5
4.29263504e+2      2.45731187e-5
4.86415511e+2      2.16443535e-5
5.51176718e+2      1.93081437e-5
6.24560211e+2      1.74507868e-5
7.07713960e+2      1.59489831e-5
8.01938773e+2      1.45988636e-5
9.08708647e+2      1.34042106e-5
1.02969383e+3      1.23547399e-5
1.16678694e+3      1.14577211e-5
1.32213258e+3      1.06421886e-5
1.49816090e+3      1.00417952e-5
1.69762556e+3      9.58153893e-6
1.92364689e+3      9.07232987e-6
2.17976063e+3      8.69989403e-6
2.46997327e+3      8.42334370e-6
2.79882473e+3      8.18700871e-6
3.17145937e+3      7.95730461e-6
3.59370647e+3      7.86300318e-6
4.07217141e+3      7.84186445e-6
4.61433902e+3      7.85997988e-6
5.22869066e+3      7.84186445e-6
5.92483688e+3      7.92371405e-6
6.71366778e+3      8.05893308e-6
7.60752339e+3      8.26610050e-6
8.62038664e+3      8.42010495e-6
9.76810219e+3      8.67316933e-6
1.10686242e+4      8.94071355e-6
1.25422974e+4      9.28053141e-6
1.42121748e+4      9.61106260e-6
1.61043793e+4      9.89992095e-6
1.82485113e+4      1.02170880e-5
2.06781123e+4      1.05769068e-5
2.34311896e+4      1.09831359e-5
2.65508108e+4      1.13437279e-5
3.00857773e+4      1.17161585e-5
3.40913882e+4      1.20543698e-5
3.86303048e+4      1.25269754e-5
4.37735314e+4      1.28885925e-5
4.96015255e+4      1.33015086e-5
5.62054569e+4      1.37329337e-5
6.36886336e+4      1.40480918e-5
7.21681181e+4      1.44814381e-5
8.17765585e+4      1.47512395e-5
9.29841800e+4      1.49975417e-5
